transaction_id,timestamp,amount,payment_method,card_age_days,card_expiry_days,retry_count,customer_tenure_days,customer_past_success_rate,gateway_response_time_ms,gateway_status,issuer_response_time_ms,issuer_status,response_code,risk_score,available_balance_ratio,transaction_limit,otp_attempts,cvv_match,root_cause,recovered
TXN103759,2026-04-17 11:52:47,4336.65,debit_card,2473,547,0,847,0.824,1097,operational,516,operational,INSUFFICIENT_FUNDS,0.386,0.259,2520.74,0,1,insufficient_funds,0
TXN103760,2026-05-26 12:02:21,14247.17,credit_card,559,1182,0,2325,0.77,359,operational,349,degraded,CARD_BLOCKED,0.276,0.405,8354.97,0,1,card_blocked,0
TXN103761,2026-05-30 14:18:32,1391.13,credit_card,939,-594,0,2224,0.936,271,operational,277,operational,CARD_EXPIRED,0.182,0.28,10098.42,1,1,expired_card,0
TXN103762,2026-03-20 05:08:27,4228.91,credit_card,1599,779,1,1447,0.946,198,operational,295,operational,INSUFFICIENT_FUNDS,0.049,0.324,6557.85,0,0,insufficient_funds,1
TXN103763,2026-04-17 14:35:34,7943.96,credit_card,153,38,0,2390,0.72,303,operational,176,operational,INSUFFICIENT_FUNDS,0.055,0.026,3146.94,1,1,insufficient_funds,1
TXN103764,2026-04-14 20:17:40,2216.92,debit_card,1439,489,1,1147,0.873,114,operational,351,operational,INSUFFICIENT_FUNDS,0.033,0.071,7380.35,1,0,insufficient_funds,0
TXN103765,2026-06-20 21:16:55,1755.01,credit_card,751,638,1,519,0.783,190,operational,346,operational,LIMIT_EXCEEDED,0.275,0.409,1279.97,0,1,transaction_limit_exceeded,0
TXN103766,2026-05-18 01:41:43,1407.9,credit_card,1099,121,2,1126,0.892,7293,degraded,343,operational,BANK_TIMEOUT,0.12,0.866,1542.23,0,1,bank_server_timeout,1
TXN103767,2026-02-26 14:08:29,3081.28,debit_card,852,-154,2,2297,0.759,213,operational,239,operational,CARD_EXPIRED,0.135,0.772,7576.24,2,1,expired_card,1
TXN103768,2026-06-09 15:35:25,4316.65,credit_card,2112,913,0,2135,0.699,334,operational,368,degraded,OTP_CVV_MISMATCH,0.036,0.495,5216.39,3,0,otp_cvv_mismatch,1
TXN103769,2026-03-13 15:01:13,2856.48,debit_card,1157,460,2,60,0.688,217,operational,351,operational,OTP_CVV_MISMATCH,0.194,0.393,5615.38,1,0,otp_cvv_mismatch,0
TXN103770,2026-05-17 09:24:35,2760.05,credit_card,1890,1112,0,1682,0.75,556,operational,346,operational,RISK_BLOCK,0.841,0.674,4987.01,0,1,risk_fraud_block,0
TXN103771,2026-06-25 23:33:16,1710.15,credit_card,132,1122,0,2011,0.925,630,operational,293,operational,CARD_BLOCKED,0.242,0.548,4973.03,0,1,card_blocked,0
TXN103772,2026-05-26 14:35:12,365.98,debit_card,1716,897,3,191,0.626,285,operational,17163,down,ISSUER_DOWN,0.069,0.618,11657.02,0,1,issuer_bank_down,1
TXN103773,2026-01-20 08:30:17,4417.19,credit_card,977,397,0,1415,0.825,464,operational,261,operational,LIMIT_EXCEEDED,0.166,0.553,2868.51,0,1,transaction_limit_exceeded,1
TXN103774,2026-02-07 00:37:55,498.16,credit_card,1509,166,0,2334,0.754,630,operational,314,operational,LIMIT_EXCEEDED,0.264,0.566,500.0,1,1,transaction_limit_exceeded,1
TXN103775,2026-05-24 06:18:32,3344.02,credit_card,2121,845,0,934,0.947,8139,degraded,144,operational,BANK_TIMEOUT,0.15,0.315,4174.43,0,1,bank_server_timeout,0
TXN103776,2026-01-23 04:51:35,3832.52,debit_card,1749,652,0,1699,0.689,257,operational,5775,down,TEMPORARY_FAILURE,0.152,0.537,9762.5,0,1,issuer_bank_down,1
TXN103777,2026-01-03 01:58:36,575.43,credit_card,903,869,0,962,0.823,277,operational,270,operational,INSUFFICIENT_FUNDS,0.312,0.015,5061.19,1,1,insufficient_funds,0
TXN103778,2026-02-16 10:56:52,980.18,credit_card,589,501,1,393,0.638,201,operational,4348,degraded,TEMPORARY_FAILURE,0.322,0.789,10351.0,1,1,issuer_bank_down,0
TXN103779,2026-03-29 13:44:14,15018.18,credit_card,2221,208,0,1001,0.98,246,operational,174,operational,LIMIT_FAILURE,0.336,0.836,2120.92,0,1,card_blocked,0
TXN103780,2026-01-24 02:45:19,1662.47,debit_card,671,1087,0,1177,0.704,463,operational,156,operational,INSUFFICIENT_FUNDS,0.05,0.057,16239.41,0,1,insufficient_funds,1
TXN103781,2026-01-28 14:41:53,531.3,debit_card,117,1157,0,1071,0.86,317,operational,214,operational,LIMIT_EXCEEDED,0.349,0.495,500.0,0,1,transaction_limit_exceeded,1
TXN103782,2026-03-02 23:57:50,4009.5,debit_card,766,921,0,631,0.928,176,operational,342,operational,RISK_BLOCK,0.936,0.815,4661.87,0,1,risk_fraud_block,0
TXN103783,2026-04-18 19:04:57,831.2,debit_card,56,57,0,2365,0.782,408,operational,265,operational,INSUFFICIENT_FUNDS,0.055,0.069,2040.47,0,0,insufficient_funds,1
TXN103784,2026-04-08 23:56:54,263.75,debit_card,1860,968,0,1481,0.578,5932,degraded,126,operational,BANK_TIMEOUT,0.074,0.863,4418.14,1,1,bank_server_timeout,1
TXN103785,2026-05-24 16:05:39,3026.95,credit_card,2227,1195,3,1600,0.761,323,degraded,156,operational,RISK_BLOCK,0.753,0.622,8561.8,0,1,risk_fraud_block,0
TXN103786,2026-06-26 12:49:25,719.76,credit_card,1097,514,1,1393,0.848,337,operational,524,operational,CARD_BLOCKED,0.191,0.572,5485.46,0,1,card_blocked,0
TXN103787,2026-01-06 22:44:33,2481.78,debit_card,1546,617,0,876,0.633,678,operational,802,operational,INSUFFICIENT_FUNDS,0.223,0.204,6632.5,1,1,insufficient_funds,1
TXN103788,2026-05-04 21:26:13,798.59,debit_card,2399,-556,0,2425,0.773,236,operational,394,operational,CARD_EXPIRED,0.295,0.699,3328.11,1,1,expired_card,0
TXN103789,2026-01-30 11:29:53,3650.96,debit_card,2314,733,2,1044,0.826,448,operational,7042,down,ISSUER_DOWN,0.196,0.603,5261.22,2,1,issuer_bank_down,1
TXN103790,2026-03-06 21:12:41,2162.54,debit_card,129,918,1,144,0.925,664,operational,333,operational,INSUFFICIENT_FUNDS,0.374,0.219,1514.38,0,1,insufficient_funds,0
TXN103791,2026-03-03 16:04:36,135.14,debit_card,200,-487,2,1123,0.747,353,operational,203,operational,CARD_EXPIRED,0.115,0.562,6640.41,0,0,expired_card,0
TXN103792,2026-05-07 03:11:54,2637.41,credit_card,976,770,2,1129,0.522,332,operational,573,operational,INSUFFICIENT_FUNDS,0.115,0.197,7354.29,0,1,insufficient_funds,0
TXN103793,2026-02-16 01:03:05,1347.24,debit_card,719,335,0,976,0.85,417,operational,658,operational,INSUFFICIENT_FUNDS,0.318,0.105,13227.28,0,0,insufficient_funds,0
TXN103794,2026-06-11 00:37:41,7422.41,credit_card,412,195,0,462,0.722,370,operational,207,operational,OTP_CVV_MISMATCH,0.243,0.772,4843.12,2,0,otp_cvv_mismatch,1
TXN103795,2026-03-10 23:30:35,2672.45,debit_card,403,56,0,1201,0.699,853,operational,382,operational,OTP_CVV_MISMATCH,0.413,0.546,3853.12,2,1,otp_cvv_mismatch,0
TXN103796,2026-05-27 17:08:20,3834.14,debit_card,2046,915,1,61,0.766,425,operational,239,operational,OTP_CVV_MISMATCH,0.223,0.629,4018.45,2,1,otp_cvv_mismatch,0
TXN103797,2026-06-21 08:04:15,884.48,debit_card,508,277,2,879,0.914,411,operational,8454,degraded,TEMPORARY_FAILURE,0.449,0.604,2240.14,0,1,issuer_bank_down,0
TXN103798,2026-04-02 21:58:16,816.87,credit_card,1214,204,0,1946,0.78,11075,degraded,257,operational,BANK_TIMEOUT,0.074,0.742,4894.04,3,1,bank_server_timeout,1
TXN103799,2026-01-19 05:12:37,1754.42,debit_card,141,-859,2,1778,0.706,243,operational,206,operational,CARD_EXPIRED,0.288,0.736,15842.44,1,1,expired_card,0
TXN103800,2026-05-07 06:05:24,1255.04,debit_card,1561,895,1,1895,0.87,301,degraded,337,operational,GENERIC_DECLINE,0.247,0.327,14862.03,0,1,insufficient_funds,1
TXN103801,2026-03-18 04:34:43,6860.61,credit_card,1861,330,1,383,0.723,132,operational,150,operational,INSUFFICIENT_FUNDS,0.183,0.038,4146.46,3,1,insufficient_funds,0
TXN103802,2026-03-02 21:40:43,1544.14,credit_card,1506,-752,1,2335,0.861,532,operational,296,operational,CARD_EXPIRED,0.368,0.556,8681.87,0,1,expired_card,0
TXN103803,2026-03-24 06:38:05,528.86,debit_card,733,614,0,476,0.939,382,degraded,266,operational,INSUFFICIENT_FUNDS,0.254,0.168,4271.61,1,1,insufficient_funds,0
TXN103804,2026-02-23 23:05:50,786.79,debit_card,225,38,1,1473,0.948,545,operational,409,operational,AUTH_FAILURE,0.561,0.152,15089.89,0,1,insufficient_funds,1
TXN103805,2026-02-20 11:04:39,4724.86,debit_card,1018,346,1,2420,0.866,349,operational,333,operational,INSUFFICIENT_FUNDS,0.203,0.167,15496.59,0,1,insufficient_funds,1
TXN103806,2026-06-28 03:17:10,1522.77,debit_card,1965,936,1,644,0.82,237,operational,304,operational,AUTH_FAILURE,0.232,0.654,10274.91,1,0,otp_cvv_mismatch,1
TXN103807,2026-02-20 03:08:53,1443.51,credit_card,325,871,0,241,0.907,419,operational,469,operational,OTP_CVV_MISMATCH,0.227,0.613,6601.05,2,0,otp_cvv_mismatch,1
TXN103808,2026-03-24 13:18:08,5196.44,credit_card,2060,506,0,911,0.822,158,operational,445,operational,RISK_BLOCK,0.589,0.526,3058.37,0,1,risk_fraud_block,0
TXN103809,2026-05-09 15:43:45,721.1,debit_card,2285,1184,1,40,0.797,628,operational,459,operational,LIMIT_EXCEEDED,0.17,0.591,500.0,1,1,transaction_limit_exceeded,1
TXN103810,2026-02-09 18:27:55,192.55,credit_card,1530,622,2,1514,0.633,667,operational,178,operational,OTP_CVV_MISMATCH,0.333,0.653,2175.72,2,0,otp_cvv_mismatch,0
TXN103811,2026-04-22 05:05:07,767.14,credit_card,2115,44,0,1945,0.898,159,operational,419,operational,INSUFFICIENT_FUNDS,0.066,0.515,7983.32,0,1,insufficient_funds,1
TXN103812,2026-06-11 04:38:40,2293.03,credit_card,723,1158,0,1574,0.88,239,operational,647,operational,OTP_CVV_MISMATCH,0.276,0.523,4058.5,1,0,otp_cvv_mismatch,0
TXN103813,2026-05-27 07:26:03,1402.53,credit_card,1564,56,0,621,0.805,410,operational,131,operational,INSUFFICIENT_FUNDS,0.098,0.221,2231.92,1,1,insufficient_funds,1
TXN103814,2026-01-06 03:24:25,378.08,credit_card,1818,1106,1,113,0.749,6670,operational,161,operational,TEMPORARY_FAILURE,0.149,0.265,20847.21,2,1,bank_server_timeout,1
TXN103815,2026-03-14 21:54:58,4972.12,debit_card,1795,-72,0,800,0.804,397,operational,748,operational,CARD_EXPIRED,0.596,0.682,8098.65,0,1,expired_card,0
TXN103816,2026-01-01 01:09:53,2119.72,credit_card,1760,477,0,2277,0.923,3266,operational,370,operational,BANK_TIMEOUT,0.014,0.709,5547.61,0,1,bank_server_timeout,1
TXN103817,2026-04-20 04:59:29,2655.95,debit_card,509,-445,1,916,0.675,266,operational,221,operational,CARD_EXPIRED,0.096,0.522,6951.2,0,1,expired_card,0
TXN103818,2026-02-28 12:38:21,2738.46,credit_card,2283,860,0,2315,0.819,174,degraded,18483,down,ISSUER_DOWN,0.361,0.857,6608.34,0,1,issuer_bank_down,1
TXN103819,2026-06-10 20:18:02,491.28,debit_card,1714,388,0,2423,0.987,300,operational,216,operational,LIMIT_FAILURE,0.343,0.894,500.0,0,1,transaction_limit_exceeded,0
TXN103820,2026-02-01 14:19:06,2436.75,credit_card,319,630,0,1997,0.842,249,degraded,14637,down,ISSUER_DOWN,0.058,0.703,2003.38,3,0,issuer_bank_down,0
TXN103821,2026-06-03 05:44:20,4460.41,credit_card,1609,252,1,593,0.607,389,operational,353,operational,OTP_CVV_MISMATCH,0.276,0.41,6110.1,2,0,otp_cvv_mismatch,0
TXN103822,2026-03-03 14:42:57,5629.93,credit_card,2277,991,0,629,0.717,5303,degraded,470,operational,TEMPORARY_FAILURE,0.085,0.732,2268.05,1,1,bank_server_timeout,1
TXN103823,2026-06-15 14:30:03,3702.65,debit_card,88,571,0,342,0.885,355,operational,596,operational,INSUFFICIENT_FUNDS,0.332,0.501,3495.73,0,1,insufficient_funds,0
TXN103824,2026-02-05 22:13:33,3006.92,debit_card,2221,403,1,874,0.655,342,operational,8093,down,TEMPORARY_FAILURE,0.345,0.799,9213.4,1,1,issuer_bank_down,1
TXN103825,2026-02-18 09:58:19,316.75,debit_card,845,56,0,1210,0.892,4145,degraded,397,degraded,BANK_TIMEOUT,0.093,0.838,7758.92,0,1,bank_server_timeout,0
TXN103826,2026-03-05 04:28:56,1773.32,credit_card,764,-295,0,1758,0.627,312,operational,312,degraded,CARD_EXPIRED,0.219,0.706,11911.17,2,1,expired_card,0
TXN103827,2026-06-27 09:01:10,691.57,credit_card,1234,-690,0,155,0.861,300,operational,436,operational,CARD_EXPIRED,0.215,0.292,14293.85,0,1,expired_card,0
TXN103828,2026-05-13 02:36:58,6488.0,debit_card,1799,161,1,769,0.615,314,operational,89,operational,RISK_BLOCK,0.799,0.752,1125.38,1,1,risk_fraud_block,0
TXN103829,2026-05-27 22:48:15,5574.3,credit_card,284,625,1,882,0.818,438,operational,295,operational,OTP_CVV_MISMATCH,0.247,0.733,10449.12,1,0,otp_cvv_mismatch,1
TXN103830,2026-04-10 12:33:59,695.77,debit_card,681,1114,1,973,0.874,10084,operational,174,operational,BANK_TIMEOUT,0.085,0.906,6053.4,0,0,bank_server_timeout,1
TXN103831,2026-05-24 01:34:10,1719.11,debit_card,2024,1044,0,1459,0.718,216,operational,174,operational,OTP_CVV_MISMATCH,0.24,0.364,10566.73,2,0,otp_cvv_mismatch,1
TXN103832,2026-04-23 20:06:15,2307.8,debit_card,610,1083,0,1672,0.892,5591,degraded,742,operational,BANK_TIMEOUT,0.137,0.49,2406.7,0,1,bank_server_timeout,1
TXN103833,2026-05-01 03:56:22,4430.79,credit_card,893,1079,3,2359,0.592,7986,degraded,689,operational,BANK_TIMEOUT,0.228,0.454,2168.73,0,1,bank_server_timeout,1
TXN103834,2026-05-31 16:47:27,336.95,credit_card,1614,-807,0,91,0.902,241,degraded,330,operational,CARD_EXPIRED,0.262,0.349,5335.99,0,1,expired_card,0
TXN103835,2026-06-26 23:43:03,197.54,credit_card,649,216,1,423,0.817,9606,operational,109,degraded,BANK_TIMEOUT,0.212,0.519,2682.02,0,1,bank_server_timeout,1
TXN103836,2026-04-14 15:33:31,1869.99,debit_card,153,712,0,350,0.744,520,operational,6635,down,ISSUER_DOWN,0.107,0.538,3957.19,2,1,issuer_bank_down,1
TXN103837,2026-03-21 11:33:11,143.18,debit_card,1333,868,0,713,0.682,322,operational,744,operational,INSUFFICIENT_FUNDS,0.569,0.093,2908.16,0,1,insufficient_funds,0
TXN103838,2026-04-28 13:31:37,2109.31,credit_card,268,472,1,96,0.759,523,operational,272,operational,LIMIT_FAILURE,0.269,0.326,1353.56,0,1,transaction_limit_exceeded,1
TXN103839,2026-05-14 11:26:59,3254.36,debit_card,984,-846,0,967,0.866,330,operational,168,operational,CARD_EXPIRED,0.058,0.346,11854.44,0,1,expired_card,1
TXN103840,2026-06-27 12:58:37,6195.77,credit_card,1660,212,0,669,0.686,435,operational,6360,down,ISSUER_DOWN,0.257,0.542,2424.18,2,1,issuer_bank_down,0
TXN103841,2026-05-06 18:51:53,965.82,credit_card,1856,625,0,1320,0.9,359,operational,287,operational,OTP_CVV_MISMATCH,0.218,0.671,4907.52,2,0,otp_cvv_mismatch,0
TXN103842,2026-06-21 19:39:31,2114.82,credit_card,2381,82,0,1206,0.887,297,operational,174,operational,OTP_CVV_MISMATCH,0.162,0.493,4260.53,2,0,otp_cvv_mismatch,1
TXN103843,2026-05-12 18:37:26,3453.18,debit_card,2183,830,0,1651,0.824,393,operational,216,operational,OTP_CVV_MISMATCH,0.148,0.519,2474.33,3,0,otp_cvv_mismatch,0
TXN103844,2026-06-21 07:14:14,555.47,credit_card,114,992,1,2111,0.786,211,operational,150,operational,CARD_BLOCKED,0.572,0.692,1579.04,0,1,card_blocked,0
TXN103845,2026-05-16 06:19:40,4495.76,credit_card,1231,1000,0,269,0.673,8870,degraded,1017,operational,BANK_TIMEOUT,0.121,0.769,3638.04,1,1,bank_server_timeout,1
TXN103846,2026-06-09 06:58:40,2368.2,credit_card,86,368,0,453,0.537,139,operational,5516,down,ISSUER_DOWN,0.325,0.606,2274.35,0,1,issuer_bank_down,1
TXN103847,2026-02-04 08:03:55,982.5,credit_card,2008,146,3,1801,0.726,302,operational,7302,down,ISSUER_DOWN,0.049,0.645,5132.88,2,1,issuer_bank_down,1
TXN103848,2026-06-28 15:49:45,2073.35,credit_card,214,633,0,896,0.915,392,operational,252,operational,GENERIC_DECLINE,0.117,0.052,2520.98,1,1,insufficient_funds,0
TXN103849,2026-03-04 19:54:08,1565.89,credit_card,1949,-331,0,2260,0.84,253,operational,426,operational,CARD_EXPIRED,0.156,0.89,13187.18,1,0,expired_card,0
TXN103850,2026-05-24 13:33:23,3926.94,debit_card,34,1086,0,30,0.789,8374,degraded,113,operational,TEMPORARY_FAILURE,0.36,0.768,4433.75,1,0,bank_server_timeout,1
TXN103851,2026-03-12 14:32:14,1255.24,debit_card,304,-709,1,266,0.943,432,operational,289,down,CARD_EXPIRED,0.093,0.439,2163.61,0,1,expired_card,0
TXN103852,2026-03-24 10:39:04,2258.9,credit_card,2322,-207,0,1162,0.727,372,operational,321,operational,GENERIC_DECLINE,0.094,0.578,3196.28,0,1,expired_card,0
TXN103853,2026-05-15 15:21:33,967.4,debit_card,489,-213,0,1255,0.714,346,operational,374,operational,CARD_EXPIRED,0.33,0.592,3738.36,1,1,expired_card,0
TXN103854,2026-04-08 07:27:12,704.65,debit_card,1200,670,0,70,0.668,347,degraded,324,operational,OTP_CVV_MISMATCH,0.194,0.581,2196.43,2,0,otp_cvv_mismatch,0
TXN103855,2026-05-09 22:11:28,2136.82,debit_card,1315,224,0,1234,0.673,389,operational,177,operational,INSUFFICIENT_FUNDS,0.051,0.018,4742.92,0,1,insufficient_funds,1
TXN103856,2026-01-15 05:26:44,734.19,credit_card,1739,1147,0,810,0.818,166,operational,284,operational,LIMIT_EXCEEDED,0.035,0.503,500.0,0,1,transaction_limit_exceeded,1
TXN103857,2026-05-31 00:08:31,4008.3,debit_card,2339,434,0,1594,0.799,8033,degraded,392,operational,BANK_TIMEOUT,0.155,0.55,5140.93,0,1,bank_server_timeout,1
TXN103858,2026-03-15 12:31:22,3254.44,debit_card,1058,976,0,2078,0.779,475,operational,8525,down,ISSUER_DOWN,0.23,0.433,7252.3,1,1,issuer_bank_down,1
TXN103859,2026-05-22 22:24:09,837.51,credit_card,1520,410,0,1455,0.786,286,operational,288,operational,INSUFFICIENT_FUNDS,0.113,0.004,3534.62,1,1,insufficient_funds,0
TXN103860,2026-02-21 09:28:53,2229.03,debit_card,2493,286,0,2340,0.852,4983,degraded,612,operational,BANK_TIMEOUT,0.052,0.596,2905.51,0,1,bank_server_timeout,1
TXN103861,2026-04-18 06:51:58,833.67,credit_card,297,129,0,1400,0.883,183,operational,451,operational,INSUFFICIENT_FUNDS,0.118,0.232,2406.77,0,1,insufficient_funds,0
TXN103862,2026-04-16 21:17:56,361.85,debit_card,1215,265,0,922,0.882,516,degraded,3868,degraded,ISSUER_DOWN,0.113,0.651,1897.24,0,1,issuer_bank_down,1
TXN103863,2026-01-26 04:34:38,990.61,debit_card,779,-818,1,271,0.806,439,degraded,258,down,CARD_EXPIRED,0.191,0.836,4928.02,0,0,expired_card,0
TXN103864,2026-03-27 08:35:21,1711.67,credit_card,2349,922,1,712,0.954,569,operational,367,operational,RISK_BLOCK,0.854,0.559,6221.17,2,1,risk_fraud_block,1
TXN103865,2026-04-25 09:10:00,3031.92,credit_card,1548,-636,0,885,0.945,295,operational,172,operational,GENERIC_DECLINE,0.024,0.176,3099.06,0,1,expired_card,0
TXN103866,2026-05-31 12:12:56,2090.21,debit_card,1634,123,0,1898,0.957,280,operational,300,operational,OTP_CVV_MISMATCH,0.117,0.677,15998.41,3,0,otp_cvv_mismatch,0
TXN103867,2026-06-09 16:05:45,4461.39,credit_card,492,-234,0,1168,0.641,272,operational,370,operational,CARD_EXPIRED,0.251,0.673,3403.52,0,0,expired_card,1
TXN103868,2026-03-11 05:06:23,674.77,debit_card,2370,731,2,1747,0.649,322,operational,176,operational,OTP_CVV_MISMATCH,0.228,0.823,9046.65,2,0,otp_cvv_mismatch,1
TXN103869,2026-04-26 18:30:47,1235.02,debit_card,196,1126,2,360,0.88,6378,degraded,455,operational,BANK_TIMEOUT,0.15,0.522,11461.62,1,1,bank_server_timeout,1
TXN103870,2026-02-01 10:37:09,9319.91,credit_card,1253,-525,0,949,0.865,205,operational,454,operational,GENERIC_DECLINE,0.208,0.524,4567.5,0,1,expired_card,0
TXN103871,2026-06-11 05:06:22,260.98,credit_card,1757,248,2,1978,0.666,133,operational,109,operational,INSUFFICIENT_FUNDS,0.307,0.142,11033.61,0,1,insufficient_funds,1
TXN103872,2026-06-06 06:05:51,1145.49,debit_card,2200,1011,0,2264,0.828,581,operational,381,down,GENERIC_DECLINE,0.155,0.081,5384.07,1,1,insufficient_funds,0
TXN103873,2026-06-29 19:54:32,616.49,debit_card,705,577,1,922,0.847,353,operational,637,degraded,INSUFFICIENT_FUNDS,0.339,0.077,3977.85,0,1,insufficient_funds,1
TXN103874,2026-03-29 12:34:49,1480.51,credit_card,854,473,1,1138,0.763,315,operational,300,operational,CARD_BLOCKED,0.483,0.17,2818.02,0,1,card_blocked,0
TXN103875,2026-03-06 15:45:13,1165.72,credit_card,123,479,0,691,0.73,19385,degraded,157,degraded,BANK_TIMEOUT,0.302,0.829,8384.47,1,0,bank_server_timeout,1
TXN103876,2026-05-17 09:56:21,3286.89,credit_card,1663,515,1,2340,0.89,241,operational,407,operational,INSUFFICIENT_FUNDS,0.132,0.405,2489.01,0,1,insufficient_funds,1
TXN103877,2026-05-11 04:36:41,2324.04,debit_card,516,597,0,261,0.912,320,operational,230,operational,CARD_BLOCKED,0.274,0.648,6671.59,0,1,card_blocked,1
TXN103878,2026-02-08 04:03:24,487.81,credit_card,1554,959,2,2210,0.812,393,operational,395,operational,INSUFFICIENT_FUNDS,0.174,0.033,5817.61,0,1,insufficient_funds,0
TXN103879,2026-04-08 04:37:16,999.62,credit_card,239,836,0,1689,0.948,4587,degraded,420,degraded,BANK_TIMEOUT,0.324,0.811,2655.31,0,1,bank_server_timeout,1
TXN103880,2026-04-26 21:13:15,1799.79,credit_card,1232,133,0,2371,0.82,354,operational,1464,down,ISSUER_DOWN,0.174,0.64,5535.94,0,1,issuer_bank_down,1
TXN103881,2026-03-23 21:28:41,3770.35,debit_card,1212,185,0,380,0.913,118,operational,337,operational,RISK_BLOCK,0.83,0.684,1868.74,0,1,risk_fraud_block,0
TXN103882,2026-03-08 19:29:38,20506.52,credit_card,1268,733,0,278,0.867,301,operational,10789,down,ISSUER_DOWN,0.382,0.329,3508.46,0,1,issuer_bank_down,1
TXN103883,2026-02-13 04:13:32,3634.9,debit_card,792,1011,0,464,0.94,6804,degraded,158,operational,BANK_TIMEOUT,0.279,0.768,7945.27,0,1,bank_server_timeout,1
TXN103884,2026-03-16 02:00:41,653.96,credit_card,450,1156,0,672,0.888,370,operational,437,operational,CARD_BLOCKED,0.315,0.829,11429.71,0,1,card_blocked,0
TXN103885,2026-02-14 06:21:03,1638.76,debit_card,1946,1076,0,570,0.611,287,degraded,315,operational,GENERIC_DECLINE,0.134,0.193,3508.62,0,1,insufficient_funds,0
TXN103886,2026-02-24 01:46:08,2157.1,debit_card,2267,790,1,932,0.793,841,operational,84,operational,CARD_BLOCKED,0.424,0.582,3318.41,3,1,card_blocked,0
TXN103887,2026-02-03 07:04:49,1070.79,debit_card,713,308,0,690,0.836,285,operational,415,operational,LIMIT_FAILURE,0.197,0.662,996.42,2,0,transaction_limit_exceeded,1
TXN103888,2026-03-09 17:51:49,2880.73,debit_card,1151,125,0,1860,0.943,425,operational,167,operational,RISK_BLOCK,0.951,0.465,12219.6,2,1,risk_fraud_block,0
TXN103889,2026-04-24 16:00:31,185.71,credit_card,299,-116,0,690,0.915,363,operational,302,operational,CARD_EXPIRED,0.085,0.601,7111.53,1,0,expired_card,0
TXN103890,2026-03-09 23:28:16,3129.7,credit_card,404,1092,0,739,0.668,430,operational,244,operational,INSUFFICIENT_FUNDS,0.084,0.104,6987.78,0,1,insufficient_funds,0
TXN103891,2026-01-26 13:40:09,1117.84,credit_card,900,503,0,2123,0.654,179,operational,485,operational,OTP_CVV_MISMATCH,0.15,0.506,3858.49,2,0,otp_cvv_mismatch,1
TXN103892,2026-05-25 04:51:22,1612.98,credit_card,1769,180,0,523,0.95,5432,degraded,388,operational,BANK_TIMEOUT,0.015,0.848,11326.11,1,1,bank_server_timeout,1
TXN103893,2026-03-19 15:35:22,7795.21,debit_card,1691,885,0,876,0.73,5406,degraded,341,operational,BANK_TIMEOUT,0.064,0.481,4153.56,0,1,bank_server_timeout,1
TXN103894,2026-04-16 02:05:17,509.8,credit_card,1826,461,0,863,0.792,274,operational,398,operational,RISK_BLOCK,0.968,0.741,7069.64,0,1,risk_fraud_block,0
TXN103895,2026-04-05 04:47:58,2364.36,debit_card,249,776,0,1150,0.671,290,operational,283,operational,OTP_CVV_MISMATCH,0.244,0.655,7314.48,1,0,otp_cvv_mismatch,0
TXN103896,2026-04-02 03:08:44,3981.7,credit_card,141,-686,2,782,0.546,358,operational,461,operational,CARD_EXPIRED,0.63,0.47,4186.48,2,1,expired_card,0
TXN103897,2026-03-20 21:10:22,2134.27,debit_card,709,447,1,1456,0.846,7093,operational,346,degraded,BANK_TIMEOUT,0.211,0.663,6539.98,1,1,bank_server_timeout,0
TXN103898,2026-05-17 00:27:55,358.29,debit_card,852,874,3,2037,0.85,344,operational,482,degraded,INSUFFICIENT_FUNDS,0.254,0.355,4645.07,1,1,insufficient_funds,1
TXN103899,2026-06-03 21:17:43,6946.12,debit_card,1299,1032,1,1169,0.886,270,operational,616,operational,INSUFFICIENT_FUNDS,0.341,0.076,1921.9,0,1,insufficient_funds,0
TXN103900,2026-06-12 16:47:35,1457.08,credit_card,1473,339,0,2474,0.808,484,operational,518,degraded,INSUFFICIENT_FUNDS,0.485,0.019,3405.28,0,1,insufficient_funds,1
TXN103901,2026-03-21 18:29:29,1062.1,debit_card,494,965,1,1602,0.774,945,operational,310,degraded,LIMIT_EXCEEDED,0.216,0.398,500.0,0,1,transaction_limit_exceeded,0
TXN103902,2026-03-03 08:44:20,1319.57,debit_card,2059,335,2,764,0.806,314,operational,2441,down,ISSUER_DOWN,0.181,0.671,19161.42,0,1,issuer_bank_down,1
TXN103903,2026-01-15 21:50:04,1228.31,credit_card,1874,891,2,669,0.841,18342,degraded,211,operational,BANK_TIMEOUT,0.331,0.69,1666.99,1,1,bank_server_timeout,1
TXN103904,2026-03-21 16:34:29,547.5,debit_card,797,-739,0,136,0.756,246,operational,291,down,CARD_EXPIRED,0.295,0.744,3161.32,1,1,expired_card,1
TXN103905,2026-06-28 14:18:07,2122.8,debit_card,1625,850,0,24,0.759,332,operational,391,operational,AUTH_FAILURE,0.112,0.579,2899.69,2,0,otp_cvv_mismatch,1
TXN103906,2026-02-16 20:17:18,990.6,credit_card,770,364,1,1806,0.854,489,operational,261,operational,LIMIT_EXCEEDED,0.229,0.898,500.0,0,1,transaction_limit_exceeded,1
